Plaguebloom,"POINT(3975 2069.77)",3,Eastern Plaguelands,
Plaguebloom,"POINT(3666 3146.08)",3,Eastern Plaguelands Plaguewood,
Plaguebloom,"POINT(3597 3185.25)",3,Eastern Plaguelands Plaguewood,
Fire of Elune,"POINT(-8641.6 1927.76)",1,Winterspring Owl Wing Thicket,
Plaguebloom,"POINT(5373 2679.34)",3,Eastern Plaguelands The Noxious Glade,
Mark of Detonation,"POINT(3643.56 3292.42)",8,Eastern Plaguelands Plaguewood,
Plaguebloom,"POINT(3906 2061.74)",3,Eastern Plaguelands,
Fire,"POINT(15337.1 -631.109)",8,Blackwing Lair,
Blood of Heroes,"POINT(5300.38 2258.83)",3,Eastern Plaguelands Light's Hope Chapel,
Liferoot,"POINT(13302.3 -7709.99)",3,Wailing Caverns,
Plaguebloom,"POINT(4951 3397.88)",3,Eastern Plaguelands Zul'Mashar,
Plaguebloom,"POINT(4805 1684.71)",3,Eastern Plaguelands Scarlet Base Camp,
Plaguebloom,"POINT(3753 2455.48)",3,Eastern Plaguelands The Fungal Vale,
Plaguebloom,"POINT(4069 2793.64)",3,Eastern Plaguelands,
Plaguebloom,"POINT(4752 3101.71)",3,Eastern Plaguelands,
Plaguebloom,"POINT(4199 3025.38)",3,Eastern Plaguelands,
Plaguebloom,"POINT(3167 2840.86)",3,Eastern Plaguelands Plaguewood,
Large Termite Mound,"POINT(3288.09 2963.69)",3,Eastern Plaguelands Plaguewood,
Plaguebloom,"POINT(3406 2751.39)",3,Eastern Plaguelands Plaguewood,
Plaguebloom,"POINT(4200 3027.74)",3,Eastern Plaguelands,
Plaguebloom,"POINT(3990 3127.2)",3,Eastern Plaguelands Eastwall Gate,
Plaguebloom,"POINT(4221 2769.84)",3,Eastern Plaguelands,
Plaguebloom,"POINT(2821 2963.64)",3,Eastern Plaguelands Terrordale,
Liferoot,"POINT(1461.47 -2750.8)",3,Wetlands Sundown Marsh,
Plaguebloom,"POINT(4792 2929.8)",3,Eastern Plaguelands,
Plaguebloom,"POINT(4950 3394.1)",3,Eastern Plaguelands Zul'Mashar,
Plaguebloom,"POINT(4697 2004.13)",3,Eastern Plaguelands Corin's Crossing,
Plaguebloom,"POINT(4599 2833.72)",3,Eastern Plaguelands,
Solid Chest,"POINT(26.3568 -13328)",3,Stranglethorn Vale Ruins of Jubuwal,
Caer Darrow Skeleton 001,"POINT(2387.34 1127.89)",5,Western Plaguelands Caer Darrow,
Plaguebloom,"POINT(3016 1746.54)",3,Eastern Plaguelands,
Solid Chest,"POINT(53.3292 -10577)",3,Duskwood,
Plaguebloom,"POINT(3839 1838.23)",3,Eastern Plaguelands Crown Guard Tower,
Firework Show Type 1 Blue,"POINT(-506.734 -14363.3)",1,Stranglethorn Vale Booty Bay,
Apple Bob,"POINT(539.93 -5584.79)",3,Dun Morogh Kharanos,
Firework Show Type 1 Blue,"POINT(-493.604 -14360.7)",1,Stranglethorn Vale Booty Bay,
Hanging Streamer x3 - MFF,"POINT(-15943.3 6293.71)",5,Darnassus Warrior's Terrace,
Brazier,"POINT(-13724.8 -9938.04)",5,Silithus Staghelm Point,
Goldthorn,"POINT(-306.513 -12007.8)",3,Stranglethorn Vale Bal'lal Ruins,
Plaguebloom,"POINT(4284 2276)",3,Eastern Plaguelands,
Gluth - Exit Door,"POINT(18541.1 -9325.25)",0,Naxxramas,
Timberling Sprout,"POINT(-14911.9 5643.76)",3,Teldrassil Lake Al'Ameth,
Plaguebloom,"POINT(4086 2228.63)",3,Eastern Plaguelands,
Chair,"POINT(15699.8 -12454.5)",7,Blackrock Depths,
Plaguebloom,"POINT(4864 3306.55)",3,Eastern Plaguelands Zul'Mashar,
Briarthorn,"POINT(-700.636 -10570.1)",3,Westfall,
Plaguebloom,"POINT(4682 2215.04)",3,Eastern Plaguelands,
Lights x3 Broken,"POINT(-8883.41 -3351.91)",5,Durotar Razor Hill,
Pupellyverbos Port,"POINT(4510.92 -731.011)",3,The Hinterlands The Overlook Cliffs,
Solid Chest,"POINT(963.956 -3107.93)",3,Wetlands Bluegill Marsh,
Tin Vein,"POINT(-604.969 831.482)",3,Silverpine Forest Fenris Isle,
Icecap,"POINT(-9158 1951.33)",3,Winterspring Dun Mandarr,
Plaguebloom,"POINT(4928 2806.89)",3,Eastern Plaguelands,
Wooden Chair,"POINT(-9466.12 -1966.7)",7,Orgrimmar,
Mountain Silversage,"POINT(1889.43 1861.67)",3,Western Plaguelands,
Hanging Door,"POINT(-9349.52 -2007.12)",5,Orgrimmar,
Festive Mug,"POINT(-437.514 -14348.2)",3,Stranglethorn Vale Booty Bay,
Plaguebloom,"POINT(3062 3113.36)",3,Eastern Plaguelands Plaguewood,
Lights x3 Broken,"POINT(-281.529 2295.01)",5,Tirisfal Glades Brill,
Hyacinth Mushroom,"POINT(-14352.8 6987.1)",3,Teldrassil Shadowglen,
Plaguebloom,"POINT(4381 2610.52)",3,Eastern Plaguelands,
Plaguebloom,"POINT(3547 2830.1)",3,Eastern Plaguelands Plaguewood,
Shallow Grave,"POINT(13312.7 1727.1)",3,Zul'Farrak,
Plaguebloom,"POINT(4412 3295.15)",3,Eastern Plaguelands,
Plaguebloom,"POINT(2863 1774.09)",3,Eastern Plaguelands,
Truesilver Deposit,"POINT(3491.38 -209.675)",3,The Hinterlands The Altar of Zul,
Plaguebloom,"POINT(3786 3118.38)",3,Eastern Plaguelands Plaguewood,
Mountain Silversage,"POINT(5213.33 1609.7)",3,Eastern Plaguelands Tyr's Hand,
Plaguebloom,"POINT(4089 2687.92)",3,Eastern Plaguelands Blackwood Lake,
Cauldron,"POINT(1930.11 -9492.13)",8,Redridge Mountains Three Corners,
Silver Vein,"POINT(3117.34 -3233.39)",3,Wetlands The Green Belt,
Plaguebloom,"POINT(2721 2164.29)",3,Eastern Plaguelands,
Waterlogged Footlocker,"POINT(-14944.1 -105.33)",3,Ashenvale The Zoram Strand,
Hanging Streamer - MFF,"POINT(845.184 -3816.41)",5,Wetlands Menethil Harbor,
Plaguebloom,"POINT(2819 2132.27)",3,Eastern Plaguelands,
Lights x3,"POINT(-8866.71 -3362.97)",5,Durotar Razor Hill,
Blood of Heroes,"POINT(3250.82 1836.97)",3,Eastern Plaguelands The Marris Stead,
Plaguebloom,"POINT(2867 2128.15)",3,Eastern Plaguelands,
Plaguebloom,"POINT(1613.8 2097.08)",3,Western Plaguelands Dalson's Tears,
Circle,"POINT(2816.92 -11420)",6,Blasted Lands,
Solid Chest,"POINT(-15323.5 -2912.11)",3,Stonetalon Mountains The Charred Vale,
Plaguebloom,"POINT(2010.82 1861.09)",3,Western Plaguelands,
Plaguebloom,"POINT(3069 1587.5)",3,Eastern Plaguelands,
Plaguebloom,"POINT(1904.94 1943.64)",3,Western Plaguelands,
Hanging Square Medium,"POINT(-868.183 -8805.12)",5,Stormwind City,
Dreamfoil,"POINT(-12407.3 2205.37)",3,Felwood Irontree Woods,
Plaguebloom,"POINT(4991 2352.38)",3,Eastern Plaguelands,
Dreamfoil,"POINT(4124.76 2768.47)",3,Eastern Plaguelands,
Plaguebloom,"POINT(5148.68 2052.15)",3,Eastern Plaguelands,
Terrordale Haunting Spirit,"POINT(2864.36 2961.55)",8,Eastern Plaguelands Terrordale,
Ani,"POINT(-8538.05 -189.03)",2,Azshara Ruins of Eldarath ,
Wild Steelbloom,"POINT(601.31 -10693.7)",3,Duskwood,
Plaguebloom,"POINT(5372 2752.12)",3,Eastern Plaguelands The Noxious Glade,
Human Hero Portrait,"POINT(-672.571 -8870.13)",5,Stormwind City,
Plaguebloom,"POINT(4603 1595.67)",3,Eastern Plaguelands Lake Mereldar,
Supply Crate,"POINT(15758.5 -8430.49)",3,Stratholme,
Plaguebloom,"POINT(4623 1589.56)",3,Eastern Plaguelands Lake Mereldar,
Hanging Streamer x3 - MFF,"POINT(-14273.9 2754.63)",5,Darkshore Auberdine,
Kel'Thuzad and the Forming of the Scourge,"POINT(585.718 -849.938)",9,Hillsbrad Foothills Southshore,
Plaguebloom,"POINT(4304 2937.21)",3,Eastern Plaguelands,
Silver Vein,"POINT(-14354.2 -4855.74)",3,Desolace Kolkar Village,
Standing Interior Medium - MFF,"POINT(-9224.75 -2039.33)",5,Orgrimmar,
Brightly Colored Egg,"POINT(-13281.1 -6096.27)",3,Mulgore Bloodhoof Village,
Plaguebloom,"POINT(2506.99 2066.96)",3,Western Plaguelands The Weeping Cave,
Campfire,"POINT(-13956 6341.8)",8,Teldrassil,
Doodad_CorruptedCrystalVine01,"POINT(16585 -2839.71)",1,Dire Maul,
Plaguebloom,"POINT(2986 1992.25)",3,Eastern Plaguelands,
Plaguebloom,"POINT(4054 3022.86)",3,Eastern Plaguelands,
Silver Vein,"POINT(974 -12366)",3,Stranglethorn Vale Mosh'Ogg Ogre Mound,
Plaguebloom,"POINT(4228 2820.08)",3,Eastern Plaguelands,
Mithril Deposit,"POINT(-9101.15 -12270.1)",3,Tanaris Southbreak Shore,
Plaguebloom,"POINT(1862.93 1438.31)",3,Western Plaguelands The Writhing Haunt,
XMasGift03,"POINT(1257.05 -5038.32)",5,Dun Morogh,
Blood of Heroes,"POINT(3988.17 1870)",3,Eastern Plaguelands,
Icecap,"POINT(-9323 2413.52)",3,Winterspring Mazthoril,
Firework Launcher,"POINT(-960.308 -8851.56)",8,Stormwind City,
Mageroyal,"POINT(2214.44 -8929.93)",3,Redridge Mountains Redridge Canyons,
Icecap,"POINT(-9042 2198.4)",3,Winterspring Mazthoril,
Icecap,"POINT(-9486 3422.39)",3,Winterspring,
The Founding of Quel'Thalas,"POINT(-14215.5 2742.27)",9,Darkshore Auberdine,
Icecap,"POINT(-9204 2340.43)",3,Winterspring Mazthoril,
Banner,"POINT(-9261.75 -1946.86)",5,Orgrimmar,
Blood of Heroes,"POINT(4824.86 1980.37)",3,Eastern Plaguelands,
Icecap,"POINT(-8736 2406.33)",3,Winterspring Ice Thistle Hills,
Icecap,"POINT(-9030 1619.48)",3,Winterspring Frostwhisper Gorge,
XMasStocking02,"POINT(-13706.7 -4972.8)",5,Thunder Bluff,
Firework Launcher,"POINT(-962.875 -8854.1)",8,Stormwind City,
Icecap,"POINT(-9094 1408.85)",3,Winterspring,
Earthroot,"POINT(-15188.4 6327.6)",3,Teldrassil Ban'ethil Hollow,
Trade Goods and Supplies,"POINT(-13769 -4974.68)",5,Thunder Bluff,
Icecap,"POINT(-9128 4016)",3,Winterspring,
Icecap,"POINT(-9023 2260.87)",3,Winterspring Mazthoril,
Icecap,"POINT(-10040 3138.51)",3,Winterspring,
Anvil,"POINT(13500.9 -11675.2)",8,Alterac Valley,
Hanging Streamer - MFF,"POINT(-9986.2 -4609.58)",5,The Barrens Ratchet,
Icecap,"POINT(-10256 3073.85)",3,Winterspring,
School of Tastyfish,"POINT(-662.986 -13681.3)",25,Stranglethorn Vale Southern Savage Coast,
Wooden Chair,"POINT(2122.75 401.267)",7,The Hinterlands Wildhammer Keep,
Icecap,"POINT(-10182 3043.32)",3,Winterspring,
Icecap,"POINT(-9223.02 3198.13)",3,Winterspring,
Goldthorn,"POINT(3056.27 -891.027)",3,Arathi Highlands,
Icecap,"POINT(-8933 1575.02)",3,Winterspring Frostwhisper Gorge,
Gold Vein,"POINT(1074 -12303)",3,Stranglethorn Vale Mosh'Ogg Ogre Mound,
Icecap,"POINT(-11234 2978.61)",3,Winterspring Frostfire Hot Springs,
Lights,"POINT(923.867 -4949.67)",5,Dun Morogh,
Icecap,"POINT(-9366 2406.91)",3,Winterspring Mazthoril,
Hyacinth Mushroom,"POINT(-14578.2 6648.2)",3,Teldrassil Shadowglen,
Icecap,"POINT(-9481 3426.25)",3,Winterspring,
Moonwell,"POINT(-14631.7 6048.97)",8,Teldrassil Dolanaar,
Lights,"POINT(-205.97 1616.12)",5,Tirisfal Glades Ruins of Lordaeron,
Icecap,"POINT(-9135 2074.71)",3,Winterspring Dun Mandarr,
Gordunni Trap,"POINT(-13947.8 -7388.03)",6,Feralas Gordunni Outpost,
Campfire,"POINT(2526.78 -10670.1)",8,Swamp of Sorrows Itharius's Cave,
Icecap,"POINT(-8983 1395.96)",3,Winterspring Frostwhisper Gorge,
Icecap,"POINT(-9259 2534.14)",3,Winterspring Mazthoril,
Icecap,"POINT(-9750 2845.87)",3,Winterspring Lake Kel'Theril,
Solid Chest,"POINT(-14691.2 -5376.59)",3,Desolace Magram Village,
Lights,"POINT(-201.402 1586.17)",5,Tirisfal Glades Ruins of Lordaeron,
Icecap,"POINT(-10775 2882.69)",3,Winterspring,
Copper Vein,"POINT(2926.38 -9343.75)",3,Redridge Mountains Stonewatch Tower,
Icecap,"POINT(-10313 3113.04)",3,Winterspring,
Gordunni Trap,"POINT(-13933.3 -7448.53)",6,Feralas Gordunni Outpost,
Battered Chest,"POINT(-783.427 2550.12)",3,Tirisfal Glades Agamand Mills,
The Barrens,"POINT(-13176.1 -6150.78)",5,Mulgore,
Icecap,"POINT(-9023 2252.96)",3,Winterspring,
Icecap,"POINT(-8993 1870.01)",3,Winterspring,
Icecap,"POINT(-9082 1690.15)",3,Winterspring Frostwhisper Gorge,
Warsong Oil,"POINT(-10787.4 -957.59)",3,Ashenvale Satyrnaar,
Black Lotus,"POINT(-14044 -11573.4)",3,Silithus Hive'Regal,
Truesilver Deposit,"POINT(175 274.369)",3,Alterac Mountains Growless Cave,
Black Lotus,"POINT(-15519.4 -11605.2)",3,Silithus Twilight Outpost,
Bat01,"POINT(-14922.7 -3434.12)",5,Desolace Nijel's Point,
Black Lotus,"POINT(-14837.6 -11613.8)",3,Silithus,
Black Lotus,"POINT(3727.88 3151.6)",3,Eastern Plaguelands Plaguewood,
Black Lotus,"POINT(3219.78 3032.34)",3,Eastern Plaguelands Plaguewood,
Black Lotus,"POINT(3701 3026.97)",3,Eastern Plaguelands Plaguewood,
Skullpile 03,"POINT(3050.95 1569.98)",5,Eastern Plaguelands,
Briarthorn,"POINT(814.314 -863.912)",3,Hillsbrad Foothills Nethander Stead,
Copper Vein,"POINT(2126.2 -5220.57)",3,Dun Morogh North Gate Pass,
Black Lotus,"POINT(4888 3007.17)",3,Eastern Plaguelands Northdale,
Arathi Basin BlastedLandsBonePile03,"POINT(18829.4 -12787.3)",5,Arathi Basin,
Black Lotus,"POINT(3827.97 2495.06)",3,Eastern Plaguelands The Fungal Vale,
Wooden Chair,"POINT(713.16 -9576)",7,Elwynn Forest Tower of Azora,
Truesilver Deposit,"POINT(130.356 355.875)",3,Alterac Mountains Ruins of Alterac,
Black Lotus,"POINT(4491 2067.25)",3,Eastern Plaguelands Corin's Crossing,
HangingSkullLight01,"POINT(928.056 -4955.48)",5,Dun Morogh,
Wooden Bench,"POINT(191.115 -8876.24)",7,Elwynn Forest Northshire Valley,
Black Lotus,"POINT(4498.23 2052.08)",3,Eastern Plaguelands Corin's Crossing,
Black Lotus,"POINT(4586.58 1701.03)",3,Eastern Plaguelands Lake Mereldar,
Black Lotus,"POINT(3213 1575.14)",3,Eastern Plaguelands The Undercroft,
Solid Chest,"POINT(1346.73 -10996.7)",3,Duskwood Tranquil Gardens Cemetery,
Black Lotus,"POINT(709.08 -7620.87)",3,Burning Steppes Altar of Storms,
Iron Deposit,"POINT(2828.6 -2102.87)",3,Arathi Highlands Boulderfist Hall,
Wooden Chair,"POINT(-682.378 -8864.29)",7,Stormwind City,
Black Lotus,"POINT(2974.58 -7652.79)",3,Burning Steppes Slither Rock,
Gold Vein,"POINT(665 606.249)",3,Alterac Mountains Crushridge Hold,
Black Lotus,"POINT(1626 -7722)",3,Burning Steppes,
Fiery Brazier,"POINT(266.757 507.406)",8,Alterac Mountains Ruins of Alterac,
Fire Festival Fury Trap,"POINT(-13838.5 -4843.67)",6,Thunder Bluff,
Black Lotus,"POINT(1867.76 -7743.69)",3,Burning Steppes Ruins of Thaurissan,
Mossy Footlocker,"POINT(-6463.22 120.04)",3,Azshara Temple of Arkkoran,
Silver Vein,"POINT(378.22 525.345)",3,Alterac Mountains Ruins of Alterac,
Black Lotus,"POINT(2115.85 -7751.55)",3,Burning Steppes Ruins of Thaurissan,
Black Lotus,"POINT(2214.31 -7816.15)",3,Burning Steppes Ruins of Thaurissan,
Cozy Fire,"POINT(-1212.92 1308.66)",8,Silverpine Forest The Ivar Patch,
Rookery Egg,"POINT(13216.7 3341.26)",6,Blackrock Spire,
Black Lotus,"POINT(1346 -7899)",3,Burning Steppes Blackrock Mountain,
Silver Vein,"POINT(-1074.96 266)",3,Silverpine Forest,
Ambercorn,"POINT(-13469.2 -5722.95)",3,Mulgore,
Ambercorn,"POINT(-13215.1 -6160.31)",3,Mulgore,
G_Pumpkin_03,"POINT(3317.18 -10517.2)",5,Swamp of Sorrows Stonard,
Tribal Fire,"POINT(-13269 -5920.45)",8,Mulgore Bloodhoof Village,
Hunter Rise,"POINT(-13584.4 -4905.7)",5,Thunder Bluff,
Laden Mushroom,"POINT(-11554.8 -4899.84)",3,The Barrens Lushwater Oasis,
Wooden Chair,"POINT(1221.47 -1324.03)",7,Hillsbrad Foothills Dun Garok,
Solid Chest,"POINT(3514.54 -1699.2)",3,Arathi Highlands Witherbark Village,
Wooden Chair,"POINT(1248.39 -1282.32)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1252.07 -1286.63)",7,Hillsbrad Foothills Dun Garok,
Skullpile 04,"POINT(2948.68 -11183.8)",5,Blasted Lands Rise of the Defiler,
Laden Mushroom,"POINT(-10692.3 -4983.2)",3,The Barrens The Stagnant Oasis,
Wooden Chair,"POINT(1266.27 -1308.6)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1233.32 -1264.67)",7,Hillsbrad Foothills Dun Garok,
Solid Chest,"POINT(1003.38 -917.275)",3,Hillsbrad Foothills Nethander Stead,
Copper Vein,"POINT(-12757 -5425.35)",3,Mulgore,
Elder Rise,"POINT(-13583.9 -4903.62)",5,Thunder Bluff,
Silver Vein,"POINT(-14386.4 1483.09)",3,Darkshore Twilight Shore,
Elder Rise,"POINT(-13582.6 -4871.07)",5,Thunder Bluff,
Hall of Elders,"POINT(-13428.5 -4744.84)",5,Thunder Bluff Elder Rise,
Anvil,"POINT(1220.18 -1296.74)",8,Hillsbrad Foothills Dun Garok,
Mechanic Stool,"POINT(1237.14 -1310)",7,Hillsbrad Foothills Dun Garok,
Bridge to Spirit Rise,"POINT(-13736.3 -4803.41)",5,Thunder Bluff,
Wooden Chair,"POINT(1259.22 -1353.02)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1222.99 -1332.93)",7,Hillsbrad Foothills Dun Garok,
Food Crate,"POINT(-822.436 2831.79)",3,Tirisfal Glades Agamand Mills,
Wooden Chair,"POINT(1264.53 -1309.8)",7,Hillsbrad Foothills Dun Garok,
Alliance Chest,"POINT(-767.879 73.6613)",3,Silverpine Forest Ambermill,
Bridge to Elder Rise,"POINT(-13576.6 -4859.59)",5,Thunder Bluff,
Dwarven Fire,"POINT(1218.11 -1292.47)",8,Hillsbrad Foothills Dun Garok,
Standing Interior Small - MFF,"POINT(-13560.8 -5086.43)",5,Thunder Bluff Hunter Rise,
Goldthorn,"POINT(2770.7 -299.212)",3,The Hinterlands Shadra'Alor,
Burning Embers,"POINT(-13441.5 -6596.71)",8,Mulgore Camp Narache,
Standing Exterior Medium - MFF,"POINT(-15178.8 -987.37)",5,Stonetalon Mountains Stonetalon Peak,
Chair,"POINT(15671.7 -12400.5)",7,Blackrock Depths,
Grand Admiral Daelin Proudmoore,"POINT(-509.136 -8338.47)",9,Stormwind City,
King Llane I of the House of Wrynn,"POINT(-519.845 -8337.72)",9,Stormwind City,
Tin Vein,"POINT(-1648.44 -447)",3,Silverpine Forest South Tide's Run,
Anvil,"POINT(1222.38 -1294.84)",8,Hillsbrad Foothills Dun Garok,
Sungrass,"POINT(-14394.2 -8267.29)",3,Feralas,
Bridge to Hunter Rise,"POINT(-13719.2 -4958.97)",5,Thunder Bluff,
Replace Crate 01,"POINT(-13878.8 -5144.02)",5,Mulgore,
Mageroyal,"POINT(2308.25 -8931.43)",3,Redridge Mountains Redridge Canyons,
Blood of Heroes,"POINT(4917.6 2009.14)",3,Eastern Plaguelands,
Bruiseweed,"POINT(2992.28 -9374.39)",3,Redridge Mountains Stonewatch,
Bruiseweed,"POINT(2462.65 -8825.49)",3,Redridge Mountains Render's Camp,
Stranglekelp,"POINT(-14269.4 1853.31)",3,Darkshore Twilight Shore,
Standing Exterior Medium - MFF,"POINT(-9308.18 -2004.89)",5,Orgrimmar,
Room 7 Rune,"POINT(13043.4 3333.28)",1,Blackrock Spire,
Waterlogged Footlocker,"POINT(2573.72 -9451.81)",3,Redridge Mountains Lake Everstill,
Zukk'ash Pod,"POINT(-14103 -8998.97)",2,Feralas The Writhing Deep,
Wooden Chair,"POINT(1245.86 -1355.06)",7,Hillsbrad Foothills Dun Garok,
Aquementas Spell Focus,"POINT(-8592.47 -11850.2)",8,Tanaris Lost Rigger Cove,
Hanging Door,"POINT(-9740.29 -1973.23)",5,Orgrimmar,
Chair,"POINT(14829.8 -1286.49)",7,Scarlet Monastery,
Wooden Chair,"POINT(1268.96 -1343.67)",7,Hillsbrad Foothills,
Fierce Blaze,"POINT(-15520.1 -4101.93)",8,Desolace Thunder Axe Fortress,
Food Crate,"POINT(-954.971 2670.02)",3,Tirisfal Glades Agamand Mills,
Dreadsteed Portal,"POINT(15383.5 -3096.24)",5,Dire Maul,
Earthroot,"POINT(2328.38 -8714.04)",3,Redridge Mountains Render's Rock,
Timberling Sprout,"POINT(-14534.6 5934.88)",3,Teldrassil Lake Al'Ameth,
Earthroot,"POINT(3121.35 -9428.68)",3,Redridge Mountains Galardell Valley,
Practice Lockbox,"POINT(2705.1 -9232.72)",3,Redridge Mountains Alther's Mill,
Bloodhoof Village,"POINT(-13406.8 -6645.6)",5,Mulgore Camp Narache,
Thunder Bluff,"POINT(-13759.3 -5095.05)",5,Mulgore,
Battered Chest,"POINT(-8297.91 -3743.78)",3,Durotar Scuttle Coast,
Thunder Bluff,"POINT(-13652.3 -5473)",5,Mulgore,
Hanging Tall/Thin Small - MFF,"POINT(-11692.5 -6038.53)",5,The Barrens Camp Taurajo,
Mailbox,"POINT(-9993.97 -4715.11)",19,The Barrens Ratchet,
Bloodhoof Village,"POINT(-13651.3 -5475.67)",5,Mulgore,
Bloodhoof Village,"POINT(-12768.4 -6056.43)",5,Mulgore,
Standing Interior Medium - MFF,"POINT(-11014.3 -4097.34)",5,The Barrens The Crossroads,
The Barrens,"POINT(-12765.7 -6056.61)",5,Mulgore,
Standing Interior Medium - MFF,"POINT(-246.803 1682.74)",5,Tirisfal Glades Ruins of Lordaeron,
Argent Dawn,"POINT(-16043.5 6402.9)",5,Darnassus Craftsmen's Terrace,
Water Barrel,"POINT(-8838.11 -3348.44)",3,Durotar Razor Hill,
Food Crate,"POINT(-9874.27 -3354.93)",3,Durotar Southfury River,
Food Crate,"POINT(-9002.14 -3360.85)",3,Durotar Razor Hill,
Tin Vein,"POINT(2871 -9256)",3,Redridge Mountains Stonewatch Tower,
Water Barrel,"POINT(-9006.89 -3381.12)",3,Durotar Razor Hill,
Large Iron Bound Chest,"POINT(13618.6 -3725.33)",3,Gnomeregan,
Timberling Sprout,"POINT(-14800.4 5674.87)",3,Teldrassil Lake Al'Ameth,
Campfire,"POINT(-12543.9 -5030.14)",8,Mulgore,
Dwarven Campfire,"POINT(13233.9 -4569.5)",8,Uldaman,
Battered Footlocker,"POINT(1559.32 -544.115)",3,Hillsbrad Foothills Durnholde Keep,
HangingSkullLight01,"POINT(-8.89583 -9483.42)",5,Elwynn Forest Goldshire,
Battered Footlocker,"POINT(1413.07 -545.406)",3,Hillsbrad Foothills Durnholde Keep,
Battered Footlocker,"POINT(1544.72 -548.937)",3,Hillsbrad Foothills Durnholde Keep,
Silver Vein,"POINT(160 463.051)",3,Alterac Mountains Ruins of Alterac,
Bonfire,"POINT(-14142.6 -8643.98)",8,Feralas Woodpaw Hills,
Brightly Colored Egg,"POINT(-13212.6 -5953.24)",3,Mulgore Bloodhoof Village,
XMasGift04,"POINT(-9258.42 -2056.28)",5,Orgrimmar,
Timberling Sprout,"POINT(-14426.4 5758.71)",3,Teldrassil Lake Al'Ameth,
Bonfire,"POINT(-13603.6 -4887.63)",1,Thunder Bluff,
Solid Chest,"POINT(3194.22 -1906.28)",3,Arathi Highlands Witherbark Village,
Anvil,"POINT(-12577.4 -5570.66)",8,Mulgore The Venture Co. Mine,
Lights x3,"POINT(-9209.2 -2073.58)",5,Orgrimmar,
Kingsblood,"POINT(13192.2 330.59)",3,Scarlet Monastery,
Brightly Colored Egg,"POINT(-13301 -5899.93)",3,Mulgore Bloodhoof Village,
Forge,"POINT(-12576.4 -5566.95)",8,Mulgore The Venture Co. Mine,
Bloodhoof Village,"POINT(-13757.2 -5096.95)",5,Mulgore,
Missing: Kyle,"POINT(-13240.8 -5776.65)",2,Mulgore Stonebull Lake,
Bonfire,"POINT(-15331.4 -10476.5)",8,Silithus Twilight Post,
Thunder Bluff,"POINT(-13070.9 -5989.82)",5,Mulgore,
Hive'Ashi Glyphed Crystal,"POINT(-14435.7 -10259.9)",2,Silithus Hive'Ashi,
Wooden Chair,"POINT(1231.36 -1338.41)",7,Hillsbrad Foothills Dun Garok,
Silverleaf,"POINT(-15111.5 6805.3)",3,Teldrassil,
Wooden Chair,"POINT(1279.32 -1328.77)",7,Hillsbrad Foothills,
Solid Chest,"POINT(1894.65 -1641.21)",3,Arathi Highlands Stromgarde Keep,
Mechanic Stool,"POINT(1252.95 -1306.39)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1249.52 -1358.11)",7,Hillsbrad Foothills Dun Garok,
Floating Medium - MFF,"POINT(-16216.7 6359.7)",5,Darnassus Cenarion Enclave,
Wooden Chair,"POINT(1245.45 -1357.69)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1280.49 -1331.66)",7,Hillsbrad Foothills,
Mailbox,"POINT(-14404.9 -10520.3)",19,Silithus Cenarion Hold,
Artificial Extrapolator,"POINT(13206.3 -3598.57)",3,Gnomeregan,
Scaffold Cars,"POINT(15631.3 43.7104)",11,Blackwing Lair,
Wooden Chair,"POINT(1280.52 -1330.01)",7,Hillsbrad Foothills,
Wooden Chair,"POINT(1226.8 -1298.48)",7,Hillsbrad Foothills Dun Garok,
Moonpetal Lily,"POINT(-14583.5 6824.7)",3,Teldrassil Shadowglen,
Wooden Chair,"POINT(1225.8 -1297.42)",7,Hillsbrad Foothills Dun Garok,
Lights,"POINT(-320.48 2262.82)",5,Tirisfal Glades Brill,
The Barrens,"POINT(-13068.5 -5990.76)",5,Mulgore,
Gordunni Trap,"POINT(-13890.4 -7550.2)",6,Feralas Gordunni Outpost,
Wooden Chair,"POINT(1246.54 -1359.03)",7,Hillsbrad Foothills Dun Garok,
Wooden Chair,"POINT(1230.28 -1292.77)",7,Hillsbrad Foothills Dun Garok,
Standing Interior Medium - MFF,"POINT(-9903.38 -4583.29)",5,The Barrens Ratchet,
Camp Narache,"POINT(-13070.1 -5991.98)",5,Mulgore,
Standing Interior Medium - MFF,"POINT(5325.81 2284.94)",5,Eastern Plaguelands Light's Hope Chapel,
Twilight Torch,"POINT(-14835.9 492.34)",5,Ashenvale The Zoram Strand,
Wooden Chair,"POINT(1262.04 -1312.07)",7,Hillsbrad Foothills Dun Garok,
Solid Chest,"POINT(-8519.95 3116.38)",3,Winterspring Winterfall Village,
XMasGift01,"POINT(-9239.08 -2028.9)",5,Orgrimmar,
Wooden Chair,"POINT(1223.05 -1278.69)",7,Hillsbrad Foothills Dun Garok,
Mechanic Stool,"POINT(1252.23 -1305.07)",7,Hillsbrad Foothills Dun Garok,
